cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
56726035630322,S,Santa Susana High                                 ,Simi Valley Unified                               ,Ventura        ,265,43,27,26,26,26,40,93.02
56726035635008,S,Royal High                                        ,Simi Valley Unified                               ,Ventura        ,537,77,24,24,24,24,59,76.62
56726035636188,S,Simi Valley High                                  ,Simi Valley Unified                               ,Ventura        ,545,110,26,26,25,25,97,88.18
56726520000000,D,                                                  ,Ventura Unified                                   ,Ventura        ,1395,248,23,24,23,23,168,67.74
56726525630298,S,El Camino High                                    ,Ventura Unified                                   ,Ventura        ,87,13,*,*,*,*,*,*
56726525630348,S,Foothill Technology High                          ,Ventura Unified                                   ,Ventura        ,239,69,25,27,25,25,58,84.06
56726525630793,S,Buena High                                        ,Ventura Unified                                   ,Ventura        ,485,64,22,22,23,22,41,64.06
56726525637822,S,Ventura High                                      ,Ventura Unified                                   ,Ventura        ,481,102,22,23,22,22,61,59.80
56737590000000,D,                                                  ,Conejo Valley Unified                             ,Ventura        ,1869,642,26,26,26,25,541,84.27
56737590123349,S,Century Academy                                   ,Conejo Valley Unified                             ,Ventura        ,32,7,*,*,*,*,*,*
56737595630116,S,Westlake High                                     ,Conejo Valley Unified                             ,Ventura        ,572,253,26,26,26,25,211,83.40
56737595633748,S,Newbury Park High                                 ,Conejo Valley Unified                             ,Ventura        ,634,218,26,26,25,25,187,85.78
56737595637004,S,Thousand Oaks High                                ,Conejo Valley Unified                             ,Ventura        ,568,164,25,26,25,24,137,83.54
56738740000000,D,                                                  ,Oak Park Unified                                  ,Ventura        ,422,193,27,27,26,26,177,91.71
56738745630132,S,Oak Park High                                     ,Oak Park Unified                                  ,Ventura        ,372,188,27,27,26,26,174,92.55
56738745630256,S,Oak Park Independent                              ,Oak Park Unified                                  ,Ventura        ,31,5,*,*,*,*,*,*
56739400000000,D,                                                  ,Moorpark Unified                                  ,Ventura        ,627,190,25,25,25,25,159,83.68
56739400121426,S,IvyTech Charter                                   ,Moorpark Unified                                  ,Ventura        ,43,0,N/A,N/A,N/A,N/A,N/A,N/A
56739405630371,S,The High School at Moorpark College               ,Moorpark Unified                                  ,Ventura        ,48,13,*,*,*,*,*,*
56739405633250,S,Moorpark High                                     ,Moorpark Unified                                  ,Ventura        ,506,177,25,25,25,25,150,84.75
56768280000000,D,                                                  ,Santa Paula Unified                               ,Ventura        ,441,86,18,19,19,19,25,29.07
56768285635776,S,Santa Paula High                                  ,Santa Paula Unified                               ,Ventura        ,359,86,18,19,19,19,25,29.07
57000000000000,C,                                                  ,                                                  ,Yolo           ,2174,525,23,24,24,23,357,68.00
57105790000000,D,                                                  ,Yolo County Office of Education                   ,Yolo           ,29,0,N/A,N/A,N/A,N/A,N/A,N/A
57726780000000,D,                                                  ,Davis Joint Unified                               ,Yolo           ,700,274,27,28,27,26,244,89.05
57726780119578,S,Da Vinci Charter Academy                          ,Davis Joint Unified                               ,Yolo           ,104,49,26,27,26,25,40,81.63
57726785730098,S,Davis School for Independent Study                ,Davis Joint Unified                               ,Yolo           ,32,0,N/A,N/A,N/A,N/A,N/A,N/A
57726785732201,S,Davis Senior High                                 ,Davis Joint Unified                               ,Yolo           ,530,225,27,28,28,26,204,90.67
57726860000000,D,                                                  ,Esparto Unified                                   ,Yolo           ,72,11,*,*,*,*,*,*
57726865732904,S,Esparto High                                      ,Esparto Unified                                   ,Yolo           ,68,11,*,*,*,*,*,*
57726940000000,D,                                                  ,Washington Unified                                ,Yolo           ,550,85,19,21,20,20,36,42.35
57726940115329,S,West Sacramento Early College Prep Charter        ,Washington Unified                                ,Yolo           ,18,0,N/A,N/A,N/A,N/A,N/A,N/A
57726945735154,S,River City High                                   ,Washington Unified                                ,Yolo           ,466,85,19,21,20,20,36,42.35
57727020000000,D,                                                  ,Winters Joint Unified                             ,Yolo           ,118,17,21,21,20,22,9,52.94
57727025738505,S,Winters High                                      ,Winters Joint Unified                             ,Yolo           ,95,17,21,21,20,22,9,52.94
57727100000000,D,                                                  ,Woodland Joint Unified                            ,Yolo           ,705,138,19,21,20,21,63,45.65
57727100101162,S,Pioneer High                                      ,Woodland Joint Unified                            ,Yolo           ,317,74,20,21,20,20,33,44.59
57727105738802,S,Woodland Senior High                              ,Woodland Joint Unified                            ,Yolo           ,300,64,19,21,20,21,30,46.88
58000000000000,C,                                                  ,                                                  ,Yuba           ,1060,97,20,21,21,20,46,47.42
58105870000000,D,                                                  ,Yuba County Office of Education                   ,Yuba           ,156,0,N/A,N/A,N/A,N/A,N/A,N/A
58105875830112,S,Yuba County Career Preparatory Charter            ,Yuba County Office of Education                   ,Yuba           ,103,0,N/A,N/A,N/A,N/A,N/A,N/A
